cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
23,Quintana Roo,0,Estatal,1001000001,Superficie continental,2020,44705.2388834,Kilómetros cuadrados
23,Quintana Roo,0,Estatal,1002000001,Población total,1910,9109,Personas
23,Quintana Roo,0,Estatal,1002000001,Población total,1921,10966,Personas
23,Quintana Roo,0,Estatal,1002000001,Población total,1930,10620,Personas
23,Quintana Roo,0,Estatal,1002000001,Población total,1940,18752,Personas
23,Quintana Roo,0,Estatal,1002000001,Población total,1950,26967,Personas
23,Quintana Roo,0,Estatal,1002000001,Población total,1960,50169,Personas
23,Quintana Roo,0,Estatal,1002000001,Población total,1970,88150,Personas
23,Quintana Roo,0,Estatal,1002000001,Población total,1980,225985,Personas
23,Quintana Roo,0,Estatal,1002000001,Población total,1990,493277,Personas
23,Quintana Roo,0,Estatal,1002000001,Población total,1995,703536,Personas
23,Quintana Roo,0,Estatal,1002000001,Población total,2000,874963,Personas
23,Quintana Roo,0,Estatal,1002000001,Población total,2005,1135309,Personas
23,Quintana Roo,0,Estatal,1002000001,Población total,2010,1325578,Personas
23,Quintana Roo,0,Estatal,1002000001,Población total,2015,1505785,Personas
23,Quintana Roo,0,Estatal,1002000001,Población total,2020,1857985,Personas
23,Quintana Roo,0,Estatal,1002000002,Población total hombres,1995,361459,Personas
23,Quintana Roo,0,Estatal,1002000002,Población total hombres,2000,448308,Personas
23,Quintana Roo,0,Estatal,1002000002,Población total hombres,2005,574837,Personas
23,Quintana Roo,0,Estatal,1002000002,Población total hombres,2010,673220,Personas
23,Quintana Roo,0,Estatal,1002000002,Población total hombres,2020,936779,Personas
23,Quintana Roo,0,Estatal,1002000003,Población total mujeres,1995,342077,Personas
23,Quintana Roo,0,Estatal,1002000003,Población total mujeres,2000,426655,Personas
23,Quintana Roo,0,Estatal,1002000003,Población total mujeres,2005,560472,Personas
23,Quintana Roo,0,Estatal,1002000003,Población total mujeres,2010,652358,Personas
23,Quintana Roo,0,Estatal,1002000003,Población total mujeres,2020,921206,Personas
23,Quintana Roo,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,1995,32.7,No especificada
23,Quintana Roo,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,2000,31.9,No especificada
23,Quintana Roo,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,2005,30.3,No especificada
23,Quintana Roo,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,2010,30.2,No especificada
23,Quintana Roo,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,2015,28.4816744163744,No especificada
23,Quintana Roo,0,Estatal,1002000004,Porcentaje de población de 15 a 29 años,2020,27.0547093218535,No especificada
23,Quintana Roo,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,1995,32.3,No especificada
23,Quintana Roo,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2000,31.5,No especificada
23,Quintana Roo,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2005,30.1,No especificada
23,Quintana Roo,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2010,30.1,No especificada
23,Quintana Roo,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2015,14.2103356371565,No especificada
23,Quintana Roo,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2020,27.0691952092136,No especificada
23,Quintana Roo,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,1995,33.1,No especificada
23,Quintana Roo,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2000,32.2,No especificada
23,Quintana Roo,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2005,30.6,No especificada
23,Quintana Roo,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2010,30.4,No especificada
23,Quintana Roo,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2015,14.2713387792179,No especificada
23,Quintana Roo,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2020,27.0399754031306,No especificada
23,Quintana Roo,0,Estatal,1002000007,Porcentaje de población de 60 y más años,1995,3.4,No especificada
23,Quintana Roo,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2000,3.8,No especificada
23,Quintana Roo,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2005,4.4,No especificada
23,Quintana Roo,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2010,4.9,No especificada
23,Quintana Roo,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2015,6.24582934304411,No especificada
23,Quintana Roo,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2020,7.13416655643037,No especificada
23,Quintana Roo,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,1995,3.6,No especificada
23,Quintana Roo,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2000,3.9,No especificada
23,Quintana Roo,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2005,4.5,No especificada
23,Quintana Roo,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2010,4.9,No especificada
23,Quintana Roo,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2015,3.14066285641219,No especificada
23,Quintana Roo,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2020,6.91660602972326,No especificada
23,Quintana Roo,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,1995,3.2,No especificada
23,Quintana Roo,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2000,3.6,No especificada
23,Quintana Roo,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2005,4.4,No especificada
23,Quintana Roo,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2010,4.9,No especificada
23,Quintana Roo,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2015,3.10516648663192,No especificada
23,Quintana Roo,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2020,7.3554522145418,No especificada
23,Quintana Roo,0,Estatal,1002000010,Edad mediana,1995,20,Años
23,Quintana Roo,0,Estatal,1002000010,Edad mediana,2000,22,Años
23,Quintana Roo,0,Estatal,1002000010,Edad mediana,2005,23,Años
23,Quintana Roo,0,Estatal,1002000010,Edad mediana,2010,25,Años
23,Quintana Roo,0,Estatal,1002000010,Edad mediana,2015,25.848698,Años
23,Quintana Roo,0,Estatal,1002000010,Edad mediana,2020,28,Años
23,Quintana Roo,0,Estatal,1002000011,Edad mediana hombres,1995,21,Años
23,Quintana Roo,0,Estatal,1002000011,Edad mediana hombres,2000,22,Años
23,Quintana Roo,0,Estatal,1002000011,Edad mediana hombres,2005,23,Años
23,Quintana Roo,0,Estatal,1002000011,Edad mediana hombres,2010,25,Años
23,Quintana Roo,0,Estatal,1002000011,Edad mediana hombres,2020,28,Años
23,Quintana Roo,0,Estatal,1002000012,Edad mediana mujeres,1995,20,Años
23,Quintana Roo,0,Estatal,1002000012,Edad mediana mujeres,2000,22,Años
23,Quintana Roo,0,Estatal,1002000012,Edad mediana mujeres,2005,23,Años
23,Quintana Roo,0,Estatal,1002000012,Edad mediana mujeres,2010,25,Años
23,Quintana Roo,0,Estatal,1002000012,Edad mediana mujeres,2020,29,Años
23,Quintana Roo,0,Estatal,1002000014,Población en hogares censales,1995,ND,Personas
23,Quintana Roo,0,Estatal,1002000014,Población en hogares censales,2000,860304,Personas
23,Quintana Roo,0,Estatal,1002000014,Población en hogares censales,2005,993795,Personas
23,Quintana Roo,0,Estatal,1002000014,Población en hogares censales,2010,1303116,Personas
23,Quintana Roo,0,Estatal,1002000014,Población en hogares censales,2015,1501562,Personas
23,Quintana Roo,0,Estatal,1002000014,Población en hogares censales,2020,1852928,Personas
23,Quintana Roo,0,Estatal,1002000015,Población en hogares familiares,1995,ND,Personas
23,Quintana Roo,0,Estatal,1002000015,Población en hogares familiares,2000,828032,Personas
23,Quintana Roo,0,Estatal,1002000015,Población en hogares familiares,2005,958080,Personas
23,Quintana Roo,0,Estatal,1002000015,Población en hogares familiares,2010,1231691,Personas
23,Quintana Roo,0,Estatal,1002000015,Población en hogares familiares,2020,1714733,Personas
23,Quintana Roo,0,Estatal,1002000016,Población en hogares no familiares,1995,ND,Personas
23,Quintana Roo,0,Estatal,1002000016,Población en hogares no familiares,2000,31314,Personas
23,Quintana Roo,0,Estatal,1002000016,Población en hogares no familiares,2005,34861,Personas
23,Quintana Roo,0,Estatal,1002000016,Población en hogares no familiares,2010,62607,Personas
23,Quintana Roo,0,Estatal,1002000016,Población en hogares no familiares,2020,118326,Personas
23,Quintana Roo,0,Estatal,1002000018,Hogares censales,1995,ND,Hogares censales
23,Quintana Roo,0,Estatal,1002000018,Hogares censales,2000,216478,Hogares censales
23,Quintana Roo,0,Estatal,1002000018,Hogares censales,2005,257325,Hogares censales
23,Quintana Roo,0,Estatal,1002000018,Hogares censales,2010,363066,Hogares censales
23,Quintana Roo,0,Estatal,1002000018,Hogares censales,2015,441200,Hogares censales
23,Quintana Roo,0,Estatal,1002000018,Hogares censales,2020,575489,Hogares censales
23,Quintana Roo,0,Estatal,1002000019,Hogares con jefatura masculina,1995,ND,Hogares
23,Quintana Roo,0,Estatal,1002000019,Hogares con jefatura masculina,2000,178947,Hogares
23,Quintana Roo,0,Estatal,1002000019,Hogares con jefatura masculina,2005,204797,Hogares
23,Quintana Roo,0,Estatal,1002000019,Hogares con jefatura masculina,2010,280790,Hogares
23,Quintana Roo,0,Estatal,1002000019,Hogares con jefatura masculina,2015,321718,Hogares
23,Quintana Roo,0,Estatal,1002000019,Hogares con jefatura masculina,2020,388219,Hogares
23,Quintana Roo,0,Estatal,1002000020,Hogares con jefatura femenina,1995,ND,Hogares
23,Quintana Roo,0,Estatal,1002000020,Hogares con jefatura femenina,2000,37531,Hogares
23,Quintana Roo,0,Estatal,1002000020,Hogares con jefatura femenina,2005,52528,Hogares
23,Quintana Roo,0,Estatal,1002000020,Hogares con jefatura femenina,2010,82276,Hogares
23,Quintana Roo,0,Estatal,1002000020,Hogares con jefatura femenina,2015,119482,Hogares
23,Quintana Roo,0,Estatal,1002000020,Hogares con jefatura femenina,2020,187270,Hogares
23,Quintana Roo,0,Estatal,1002000021,Tamaño promedio de los hogares censales,1995,ND,Personas
23,Quintana Roo,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2000,3.97,Personas
23,Quintana Roo,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2005,3.86,Personas
23,Quintana Roo,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2010,3.59,Personas
23,Quintana Roo,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2015,3.4,Personas
23,Quintana Roo,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2020,3.21974529487097,Personas
23,Quintana Roo,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,1995,ND,Personas
23,Quintana Roo,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2000,4.07,Personas
23,Quintana Roo,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2005,3.97,Personas
23,Quintana Roo,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2010,3.69,Personas
23,Quintana Roo,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2020,3.26900280511773,Personas
23,Quintana Roo,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,1995,ND,Personas
23,Quintana Roo,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2000,3.52,Personas
23,Quintana Roo,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2005,3.43,Personas
23,Quintana Roo,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2010,3.25,Personas
23,Quintana Roo,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2020,3.11763229561596,Personas
23,Quintana Roo,0,Estatal,1002000024,Relación hombres-mujeres,1910,201.4,Hombres por cada 100 mujeres
23,Quintana Roo,0,Estatal,1002000024,Relación hombres-mujeres,1921,130.9,Hombres por cada 100 mujeres
23,Quintana Roo,0,Estatal,1002000024,Relación hombres-mujeres,1930,126.7,Hombres por cada 100 mujeres
23,Quintana Roo,0,Estatal,1002000024,Relación hombres-mujeres,1940,126,Hombres por cada 100 mujeres
23,Quintana Roo,0,Estatal,1002000024,Relación hombres-mujeres,1950,111.2,Hombres por cada 100 mujeres
23,Quintana Roo,0,Estatal,1002000024,Relación hombres-mujeres,1960,112.8,Hombres por cada 100 mujeres
23,Quintana Roo,0,Estatal,1002000024,Relación hombres-mujeres,1970,107.7,Hombres por cada 100 mujeres
23,Quintana Roo,0,Estatal,1002000024,Relación hombres-mujeres,1990,106.9,Hombres por cada 100 mujeres
23,Quintana Roo,0,Estatal,1002000024,Relación hombres-mujeres,1995,105.67,Hombres por cada 100 mujeres
23,Quintana Roo,0,Estatal,1002000024,Relación hombres-mujeres,2000,105.08,Hombres por cada 100 mujeres
23,Quintana Roo,0,Estatal,1002000024,Relación hombres-mujeres,2005,102.56,Hombres por cada 100 mujeres
23,Quintana Roo,0,Estatal,1002000024,Relación hombres-mujeres,2010,103.2,Hombres por cada 100 mujeres
23,Quintana Roo,0,Estatal,1002000024,Relación hombres-mujeres,2015,100.20186,Hombres por cada 100 mujeres
23,Quintana Roo,0,Estatal,1002000024,Relación hombres-mujeres,2020,101.690501364516,Hombres por cada 100 mujeres
23,Quintana Roo,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,92.4068227823903,Porcentaje
23,Quintana Roo,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,93.42,Porcentaje
23,Quintana Roo,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,95.462183640673,Porcentaje
23,Quintana Roo,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2020,96.6464742820734,Porcentaje
23,Quintana Roo,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2000,97.2,Tasa
23,Quintana Roo,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2010,98.84148,Tasa
23,Quintana Roo,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2020,98.8459003385188,Tasa
23,Quintana Roo,0,Estatal,1002000055,Población de edad no especificada,1990,9312,Personas
23,Quintana Roo,0,Estatal,1002000055,Población de edad no especificada,1995,1721,Personas
23,Quintana Roo,0,Estatal,1002000055,Población de edad no especificada,2000,13946,Personas
23,Quintana Roo,0,Estatal,1002000055,Población de edad no especificada,2005,136940,Personas
23,Quintana Roo,0,Estatal,1002000055,Población de edad no especificada,2010,19191,Personas
23,Quintana Roo,0,Estatal,1002000055,Población de edad no especificada,2020,21022,Personas
23,Quintana Roo,0,Estatal,1002000056,Población de edad no especificada. Hombres,1990,4796,Personas
23,Quintana Roo,0,Estatal,1002000056,Población de edad no especificada. Hombres,1995,923,Personas
23,Quintana Roo,0,Estatal,1002000056,Población de edad no especificada. Hombres,2000,7306,Personas
23,Quintana Roo,0,Estatal,1002000056,Población de edad no especificada. Hombres,2005,68503,Personas
23,Quintana Roo,0,Estatal,1002000056,Población de edad no especificada. Hombres,2010,9687,Personas
23,Quintana Roo,0,Estatal,1002000056,Población de edad no especificada. Hombres,2020,10501,Personas
23,Quintana Roo,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1990,4516,Personas
23,Quintana Roo,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1995,798,Personas
23,Quintana Roo,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2000,6640,Personas
23,Quintana Roo,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2005,68437,Personas
23,Quintana Roo,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2010,9504,Personas
23,Quintana Roo,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2020,10521,Personas
23,Quintana Roo,0,Estatal,1002000058,Población de 0 a 4 años,1990,71097,Personas
23,Quintana Roo,0,Estatal,1002000058,Población de 0 a 4 años,1995,96834,Personas
23,Quintana Roo,0,Estatal,1002000058,Población de 0 a 4 años,2000,105575,Personas
23,Quintana Roo,0,Estatal,1002000058,Población de 0 a 4 años,2005,107380,Personas
23,Quintana Roo,0,Estatal,1002000058,Población de 0 a 4 años,2010,133228,Personas
23,Quintana Roo,0,Estatal,1002000058,Población de 0 a 4 años,2020,147731,Personas
23,Quintana Roo,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1990,35966,Personas
23,Quintana Roo,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1995,49230,Personas
23,Quintana Roo,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2000,54075,Personas
23,Quintana Roo,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2005,54437,Personas
23,Quintana Roo,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2010,67703,Personas
23,Quintana Roo,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2020,75158,Personas
23,Quintana Roo,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1990,35131,Personas
23,Quintana Roo,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1995,47604,Personas
23,Quintana Roo,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2000,51500,Personas
23,Quintana Roo,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2005,52943,Personas
23,Quintana Roo,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2010,65525,Personas
23,Quintana Roo,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2020,72573,Personas
23,Quintana Roo,0,Estatal,1002000061,Población de 10 a 14 años,1990,58780,Personas
23,Quintana Roo,0,Estatal,1002000061,Población de 10 a 14 años,1995,77546,Personas
23,Quintana Roo,0,Estatal,1002000061,Población de 10 a 14 años,2000,90648,Personas
23,Quintana Roo,0,Estatal,1002000061,Población de 10 a 14 años,2005,106745,Personas
23,Quintana Roo,0,Estatal,1002000061,Población de 10 a 14 años,2010,121308,Personas
23,Quintana Roo,0,Estatal,1002000061,Población de 10 a 14 años,2020,154281,Personas
23,Quintana Roo,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1990,29888,Personas
23,Quintana Roo,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1995,39550,Personas
23,Quintana Roo,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2000,46119,Personas
23,Quintana Roo,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2005,54091,Personas
23,Quintana Roo,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2010,61790,Personas
23,Quintana Roo,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2020,78464,Personas
23,Quintana Roo,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1990,28892,Personas
23,Quintana Roo,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1995,37996,Personas
23,Quintana Roo,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2000,44529,Personas
23,Quintana Roo,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2005,52654,Personas
23,Quintana Roo,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2010,59518,Personas
23,Quintana Roo,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2020,75817,Personas
23,Quintana Roo,0,Estatal,1002000064,Población de 100 años y más,1990,56,Personas
23,Quintana Roo,0,Estatal,1002000064,Población de 100 años y más,1995,63,Personas
23,Quintana Roo,0,Estatal,1002000064,Población de 100 años y más,2000,109,Personas
23,Quintana Roo,0,Estatal,1002000064,Población de 100 años y más,2005,70,Personas
23,Quintana Roo,0,Estatal,1002000064,Población de 100 años y más,2010,76,Personas
23,Quintana Roo,0,Estatal,1002000064,Población de 100 años y más,2020,102,Personas
23,Quintana Roo,0,Estatal,1002000065,Población de 100 años y más. Hombres,1990,30,Personas
23,Quintana Roo,0,Estatal,1002000065,Población de 100 años y más. Hombres,1995,37,Personas
23,Quintana Roo,0,Estatal,1002000065,Población de 100 años y más. Hombres,2000,63,Personas
23,Quintana Roo,0,Estatal,1002000065,Población de 100 años y más. Hombres,2005,46,Personas
23,Quintana Roo,0,Estatal,1002000065,Población de 100 años y más. Hombres,2010,43,Personas
23,Quintana Roo,0,Estatal,1002000065,Población de 100 años y más. Hombres,2020,66,Personas
23,Quintana Roo,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1990,26,Personas
23,Quintana Roo,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1995,26,Personas
23,Quintana Roo,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2000,46,Personas
23,Quintana Roo,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2005,24,Personas
23,Quintana Roo,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2010,33,Personas
23,Quintana Roo,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2020,36,Personas
23,Quintana Roo,0,Estatal,1002000067,Población de 15 a 19 años,1990,55940,Personas
23,Quintana Roo,0,Estatal,1002000067,Población de 15 a 19 años,1995,75509,Personas
23,Quintana Roo,0,Estatal,1002000067,Población de 15 a 19 años,2000,88870,Personas
23,Quintana Roo,0,Estatal,1002000067,Población de 15 a 19 años,2005,102042,Personas
23,Quintana Roo,0,Estatal,1002000067,Población de 15 a 19 años,2010,128650,Personas
23,Quintana Roo,0,Estatal,1002000067,Población de 15 a 19 años,2020,147549,Personas
23,Quintana Roo,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1990,28691,Personas
23,Quintana Roo,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1995,38095,Personas
23,Quintana Roo,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2000,45249,Personas
23,Quintana Roo,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2005,51828,Personas
23,Quintana Roo,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2010,65411,Personas
23,Quintana Roo,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2020,74516,Personas
23,Quintana Roo,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1990,27249,Personas
23,Quintana Roo,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1995,37414,Personas
23,Quintana Roo,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2000,43621,Personas
23,Quintana Roo,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2005,50214,Personas
23,Quintana Roo,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2010,63239,Personas
23,Quintana Roo,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2020,73033,Personas
23,Quintana Roo,0,Estatal,1002000070,Población de 20 a 24 años,1990,54226,Personas
23,Quintana Roo,0,Estatal,1002000070,Población de 20 a 24 años,1995,81267,Personas
23,Quintana Roo,0,Estatal,1002000070,Población de 20 a 24 años,2000,94752,Personas
23,Quintana Roo,0,Estatal,1002000070,Población de 20 a 24 años,2005,103377,Personas
